comparison_id	set_name	region_class	gene_id	gene_name	peak_hit_count	unique_peak_count	transcript_count	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000188647.14	PTAR1	3	3	4	ENST00000340434.5;ENST00000377200.9;ENST00000472967.2;ENST00000912951.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000110958.17	PTGES3	3	3	12	ENST00000262033.11;ENST00000414274.7;ENST00000436399.6;ENST00000448157.6;ENST00000456859.2;ENST00000614328.4;ENST00000878310.1;ENST00000878311.1;ENST00000939417.1;ENST00000939418.1;ENST00000939419.1;ENST00000959250.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000266967.8	PTGES3L-AARSD1	3	3	16	ENST00000360221.8;ENST00000409103.5;ENST00000409399.6;ENST00000421990.7;ENST00000427569.7;ENST00000871338.1;ENST00000871339.1;ENST00000871340.1;ENST00000871341.1;ENST00000871343.1;ENST00000871344.1;ENST00000871345.1;ENST00000935094.1;ENST00000935095.1;ENST00000935096.1;ENST00000935097.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000134247.11	PTGFRN	3	3	2	ENST00000393203.3;ENST00000881332.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000159335.19	PTMS	3	3	3	ENST00000309083.8;ENST00000389462.8;ENST00000710358.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000184007.22	PTP4A2	3	3	6	ENST00000457805.6;ENST00000470404.5;ENST00000602683.5;ENST00000602725.5;ENST00000647444.2;ENST00000649841.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000127947.17	PTPN12	3	3	6	ENST00000248594.11;ENST00000415482.6;ENST00000435495.6;ENST00000928330.1;ENST00000962769.1;ENST00000962770.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000143851.18	PTPN7	3	3	10	ENST00000309017.9;ENST00000367279.8;ENST00000477554.6;ENST00000629151.2;ENST00000691036.1;ENST00000854611.1;ENST00000854612.1;ENST00000854613.1;ENST00000854614.1;ENST00000854615.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000164611.14	PTTG1	3	3	15	ENST00000352433.10;ENST00000393964.1;ENST00000520452.5;ENST00000922252.1;ENST00000922253.1;ENST00000922254.1;ENST00000922255.1;ENST00000922256.1;ENST00000922257.1;ENST00000922258.1;ENST00000922260.1;ENST00000922261.1;ENST00000922262.1;ENST00000922263.1;ENST00000922264.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000177192.15	PUS1	3	3	6	ENST00000376649.8;ENST00000443358.6;ENST00000542167.2;ENST00000890860.1;ENST00000917732.1;ENST00000917733.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000048991.19	R3HDM1	3	3	25	ENST00000264160.8;ENST00000409478.5;ENST00000409606.5;ENST00000410054.5;ENST00000628915.2;ENST00000683871.1;ENST00000869753.1;ENST00000869754.1;ENST00000869755.1;ENST00000869756.1;ENST00000869757.1;ENST00000869758.1;ENST00000869759.1;ENST00000940057.1;ENST00000940058.1;ENST00000940059.1;ENST00000940060.1;ENST00000940061.1;ENST00000940062.1;ENST00000940063.1;ENST00000940064.1;ENST00000940065.1;ENST00000940066.1;ENST00000964911.1;ENST00000964913.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000084733.12	RAB10	3	3	11	ENST00000264710.5;ENST00000906079.1;ENST00000906080.1;ENST00000906081.1;ENST00000906082.1;ENST00000906083.1;ENST00000906084.1;ENST00000906085.1;ENST00000926496.1;ENST00000926497.1;ENST00000969012.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000103769.11	RAB11A	3	3	5	ENST00000261890.7;ENST00000564910.5;ENST00000565075.5;ENST00000569896.1;ENST00000886505.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000138069.19	RAB1A	3	3	13	ENST00000398529.7;ENST00000409751.1;ENST00000409784.8;ENST00000409892.5;ENST00000887624.1;ENST00000887625.1;ENST00000887626.1;ENST00000887627.1;ENST00000931493.1;ENST00000931494.1;ENST00000931495.1;ENST00000931496.1;ENST00000970485.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000069974.18	RAB27A	3	3	33	ENST00000336787.6;ENST00000396307.6;ENST00000564609.5;ENST00000569493.5;ENST00000697642.1;ENST00000697643.1;ENST00000899597.1;ENST00000899598.1;ENST00000899599.1;ENST00000899600.1;ENST00000899601.1;ENST00000899602.1;ENST00000899603.1;ENST00000899604.1;ENST00000899605.1;ENST00000899606.1;ENST00000899607.1;ENST00000899608.1;ENST00000899609.1;ENST00000899610.1;ENST00000899611.1;ENST00000899612.1;ENST00000915166.1;ENST00000915167.1;ENST00000915168.1;ENST00000915169.1;ENST00000915170.1;ENST00000915171.1;ENST00000942609.1;ENST00000942610.1;ENST00000942611.1;ENST00000942612.1;ENST00000942613.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000111737.13	RAB35	3	3	7	ENST00000229340.10;ENST00000534951.5;ENST00000876258.1;ENST00000921614.1;ENST00000921615.1;ENST00000960166.1;ENST00000960167.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000115839.21	RAB3GAP1	3	3	7	ENST00000264158.13;ENST00000442034.5;ENST00000855134.1;ENST00000855135.1;ENST00000855136.1;ENST00000855137.1;ENST00000970735.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000167461.13	RAB8A	3	3	6	ENST00000300935.8;ENST00000586682.1;ENST00000860859.1;ENST00000860860.1;ENST00000860861.1;ENST00000923015.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000179262.11	RAD23A	3	3	18	ENST00000316856.7;ENST00000586534.6;ENST00000592268.5;ENST00000875550.1;ENST00000875551.1;ENST00000875552.1;ENST00000875553.1;ENST00000875554.1;ENST00000875555.1;ENST00000875556.1;ENST00000875557.1;ENST00000875558.1;ENST00000875559.1;ENST00000925763.1;ENST00000925764.1;ENST00000925765.1;ENST00000943230.1;ENST00000943231.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000146282.20	RARS2	3	3	20	ENST00000369536.10;ENST00000451155.2;ENST00000685408.1;ENST00000685701.1;ENST00000686154.1;ENST00000686284.1;ENST00000686407.1;ENST00000687437.1;ENST00000687586.1;ENST00000687729.1;ENST00000688532.1;ENST00000689174.1;ENST00000689206.1;ENST00000690622.1;ENST00000691725.1;ENST00000692394.1;ENST00000692684.1;ENST00000693327.1;ENST00000693431.1;ENST00000879834.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000100320.25	RBFOX2	3	3	28	ENST00000262829.11;ENST00000359369.8;ENST00000397303.6;ENST00000405409.6;ENST00000414461.6;ENST00000416721.6;ENST00000438146.7;ENST00000449924.6;ENST00000695803.1;ENST00000695804.1;ENST00000695854.1;ENST00000908669.1;ENST00000908670.1;ENST00000908671.1;ENST00000908672.1;ENST00000908673.1;ENST00000908674.1;ENST00000908675.1;ENST00000921513.1;ENST00000921514.1;ENST00000921515.1;ENST00000921516.1;ENST00000921517.1;ENST00000921518.1;ENST00000953675.1;ENST00000953676.1;ENST00000953677.1;ENST00000953678.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000162775.17	RBM15	3	3	9	ENST00000369784.9;ENST00000487146.8;ENST00000602849.1;ENST00000617047.1;ENST00000618772.4;ENST00000650953.2;ENST00000652342.2;ENST00000652747.1;ENST00000654015.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000139746.17	RBM26	3	3	25	ENST00000267229.11;ENST00000438724.5;ENST00000438737.3;ENST00000622611.4;ENST00000862496.1;ENST00000862497.1;ENST00000862498.1;ENST00000862499.1;ENST00000862500.1;ENST00000862501.1;ENST00000862502.1;ENST00000862503.1;ENST00000862504.1;ENST00000862505.1;ENST00000862506.1;ENST00000862507.1;ENST00000862508.1;ENST00000862509.1;ENST00000862510.1;ENST00000862511.1;ENST00000915847.1;ENST00000915848.1;ENST00000915849.1;ENST00000969727.1;ENST00000969728.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000188739.16	RBM34	3	3	14	ENST00000408888.8;ENST00000888456.1;ENST00000888457.1;ENST00000888458.1;ENST00000917370.1;ENST00000917371.1;ENST00000917372.1;ENST00000917373.1;ENST00000917374.1;ENST00000966607.1;ENST00000966608.1;ENST00000966609.1;ENST00000966610.1;ENST00000966611.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000289565.1	RBM8A	3	3	8	ENST00000369307.4;ENST00000583313.7;ENST00000632040.1;ENST00000632555.1;ENST00000691760.1;ENST00000890492.1;ENST00000930503.1;ENST00000930504.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000180198.18	RCC1	3	3	42	ENST00000373831.7;ENST00000373832.5;ENST00000373833.10;ENST00000398958.6;ENST00000649185.1;ENST00000683442.1;ENST00000901734.1;ENST00000901735.1;ENST00000901736.1;ENST00000901737.1;ENST00000901738.1;ENST00000901739.1;ENST00000901740.1;ENST00000901741.1;ENST00000901742.1;ENST00000929737.1;ENST00000929738.1;ENST00000929739.1;ENST00000929740.1;ENST00000929741.1;ENST00000929742.1;ENST00000929743.1;ENST00000929744.1;ENST00000929745.1;ENST00000929746.1;ENST00000929747.1;ENST00000929748.1;ENST00000929749.1;ENST00000929750.1;ENST00000929751.1;ENST00000929752.1;ENST00000929753.1;ENST00000929754.1;ENST00000929755.1;ENST00000929756.1;ENST00000929757.1;ENST00000929758.1;ENST00000929759.1;ENST00000952992.1;ENST00000952993.1;ENST00000952994.1;ENST00000952995.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000120158.12	RCL1	3	3	6	ENST00000381728.5;ENST00000381730.5;ENST00000381732.3;ENST00000381750.9;ENST00000442869.5;ENST00000448872.6
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000117906.15	RCN2	3	3	7	ENST00000320963.9;ENST00000394883.3;ENST00000394885.8;ENST00000880270.1;ENST00000880271.1;ENST00000971424.1;ENST00000971425.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000198771.12	RCSD1	3	3	8	ENST00000367854.8;ENST00000537350.5;ENST00000900257.1;ENST00000900258.1;ENST00000900259.1;ENST00000900260.1;ENST00000900261.1;ENST00000958982.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000005189.21	REXO5	3	3	15	ENST00000261377.11;ENST00000348433.10;ENST00000564274.5;ENST00000909368.1;ENST00000909369.1;ENST00000909370.1;ENST00000909371.1;ENST00000909372.1;ENST00000909373.1;ENST00000919604.1;ENST00000919605.1;ENST00000919606.1;ENST00000956103.1;ENST00000956104.1;ENST00000956105.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000168411.15	RFWD3	3	3	11	ENST00000361070.9;ENST00000571750.5;ENST00000888023.1;ENST00000938436.1;ENST00000938437.1;ENST00000938438.1;ENST00000938439.1;ENST00000938440.1;ENST00000938441.1;ENST00000938442.1;ENST00000938443.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000112077.18	RHAG	3	3	4	ENST00000371175.10;ENST00000646272.1;ENST00000646939.1;ENST00000646963.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000158106.16	RHPN1	3	3	41	ENST00000289013.11;ENST00000715591.1;ENST00000857760.1;ENST00000857761.1;ENST00000857762.1;ENST00000857763.1;ENST00000857764.1;ENST00000857765.1;ENST00000857766.1;ENST00000857767.1;ENST00000857768.1;ENST00000857769.1;ENST00000857770.1;ENST00000857771.1;ENST00000857772.1;ENST00000857773.1;ENST00000857774.1;ENST00000857775.1;ENST00000857776.1;ENST00000857777.1;ENST00000857778.1;ENST00000857779.1;ENST00000857780.1;ENST00000857782.1;ENST00000857783.1;ENST00000857784.1;ENST00000857785.1;ENST00000930055.1;ENST00000930056.1;ENST00000930057.1;ENST00000930058.1;ENST00000930059.1;ENST00000930060.1;ENST00000930061.1;ENST00000964538.1;ENST00000964539.1;ENST00000964540.1;ENST00000964541.1;ENST00000964542.1;ENST00000964543.1;ENST00000964544.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000157450.17	RNF111	3	3	22	ENST00000348370.9;ENST00000557998.5;ENST00000559209.5;ENST00000561186.5;ENST00000895777.1;ENST00000895778.1;ENST00000895779.1;ENST00000895780.1;ENST00000895781.1;ENST00000895782.1;ENST00000895783.1;ENST00000895784.1;ENST00000895785.1;ENST00000895786.1;ENST00000895787.1;ENST00000895788.1;ENST00000895789.1;ENST00000921246.1;ENST00000921247.1;ENST00000921248.1;ENST00000921249.1;ENST00000965610.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000113269.15	RNF130	3	3	9	ENST00000261947.4;ENST00000521389.6;ENST00000522208.6;ENST00000859760.1;ENST00000859761.1;ENST00000859762.1;ENST00000859763.1;ENST00000859764.1;ENST00000859765.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000204308.9	RNF5	3	3	6	ENST00000375094.4;ENST00000876421.1;ENST00000876423.1;ENST00000876424.1;ENST00000876425.1;ENST00000921946.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000023191.18	RNH1	3	3	114	ENST00000354420.7;ENST00000356187.9;ENST00000397604.7;ENST00000397614.5;ENST00000397615.6;ENST00000438658.6;ENST00000533410.5;ENST00000534797.5;ENST00000903633.1;ENST00000903634.1;ENST00000903635.1;ENST00000903636.1;ENST00000903637.1;ENST00000903638.1;ENST00000903639.1;ENST00000903640.1;ENST00000903641.1;ENST00000903642.1;ENST00000903643.1;ENST00000903644.1;ENST00000903645.1;ENST00000903646.1;ENST00000903647.1;ENST00000903648.1;ENST00000903649.1;ENST00000903650.1;ENST00000903651.1;ENST00000903652.1;ENST00000903653.1;ENST00000903654.1;ENST00000903655.1;ENST00000903656.1;ENST00000903657.1;ENST00000903658.1;ENST00000903659.1;ENST00000903660.1;ENST00000903661.1;ENST00000903662.1;ENST00000903663.1;ENST00000903664.1;ENST00000903665.1;ENST00000903666.1;ENST00000903667.1;ENST00000903668.1;ENST00000903669.1;ENST00000903670.1;ENST00000903671.1;ENST00000903672.1;ENST00000903673.1;ENST00000903674.1;ENST00000903675.1;ENST00000903676.1;ENST00000903677.1;ENST00000903678.1;ENST00000903679.1;ENST00000903680.1;ENST00000903681.1;ENST00000940514.1;ENST00000940515.1;ENST00000940516.1;ENST00000940517.1;ENST00000940518.1;ENST00000940519.1;ENST00000940520.1;ENST00000940521.1;ENST00000972464.1;ENST00000972465.1;ENST00000972466.1;ENST00000972467.1;ENST00000972468.1;ENST00000972469.1;ENST00000972470.1;ENST00000972471.1;ENST00000972472.1;ENST00000972473.1;ENST00000972474.1;ENST00000972475.1;ENST00000972476.1;ENST00000972477.1;ENST00000972478.1;ENST00000972479.1;ENST00000972480.1;ENST00000972481.1;ENST00000972482.1;ENST00000972483.1;ENST00000972484.1;ENST00000972485.1;ENST00000972486.1;ENST00000972487.1;ENST00000972488.1;ENST00000972489.1;ENST00000972490.1;ENST00000972491.1;ENST00000972492.1;ENST00000972493.1;ENST00000972494.1;ENST00000972495.1;ENST00000972496.1;ENST00000972497.1;ENST00000972498.1;ENST00000972499.1;ENST00000972500.1;ENST00000972501.1;ENST00000972502.1;ENST00000972503.1;ENST00000972504.1;ENST00000972505.1;ENST00000972506.1;ENST00000972507.1;ENST00000972508.1;ENST00000972509.1;ENST00000972510.1;ENST00000972511.1;ENST00000972512.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000101654.19	RNMT	3	3	10	ENST00000262173.7;ENST00000383314.7;ENST00000543302.6;ENST00000589866.5;ENST00000592764.5;ENST00000907443.1;ENST00000907444.1;ENST00000907445.1;ENST00000916360.1;ENST00000916361.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000116747.14	RO60	3	3	16	ENST00000367441.1;ENST00000367443.5;ENST00000367444.7;ENST00000367445.7;ENST00000367446.7;ENST00000400968.7;ENST00000432079.5;ENST00000874665.1;ENST00000874666.1;ENST00000874667.1;ENST00000874668.1;ENST00000874669.1;ENST00000874670.1;ENST00000874671.1;ENST00000938562.1;ENST00000948784.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000103932.13	RPAP1	3	3	19	ENST00000304330.9;ENST00000561603.5;ENST00000867487.1;ENST00000867488.1;ENST00000867489.1;ENST00000867490.1;ENST00000867491.1;ENST00000867492.1;ENST00000867493.1;ENST00000867494.1;ENST00000867495.1;ENST00000912250.1;ENST00000912251.1;ENST00000912252.1;ENST00000912253.1;ENST00000912254.1;ENST00000912255.1;ENST00000912256.1;ENST00000970347.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000156482.12	RPL30	3	3	13	ENST00000287038.8;ENST00000396070.6;ENST00000521291.5;ENST00000887279.1;ENST00000887280.1;ENST00000887281.1;ENST00000914434.1;ENST00000914435.1;ENST00000914436.1;ENST00000914437.1;ENST00000914438.1;ENST00000914439.1;ENST00000951172.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000136942.16	RPL35	3	3	13	ENST00000348462.6;ENST00000373570.8;ENST00000629845.1;ENST00000932676.1;ENST00000932677.1;ENST00000932678.1;ENST00000932679.1;ENST00000932680.1;ENST00000932681.1;ENST00000932683.1;ENST00000932684.1;ENST00000932686.1;ENST00000945448.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000182899.18	RPL35A	3	3	23	ENST00000448864.6;ENST00000647248.2;ENST00000885489.1;ENST00000928221.1;ENST00000928222.1;ENST00000928223.1;ENST00000928224.1;ENST00000928225.1;ENST00000928226.1;ENST00000928227.1;ENST00000928228.1;ENST00000928229.1;ENST00000928230.1;ENST00000928231.1;ENST00000928232.1;ENST00000928233.1;ENST00000928234.1;ENST00000928235.1;ENST00000928236.1;ENST00000928237.1;ENST00000928238.1;ENST00000928239.1;ENST00000928240.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000122406.15	RPL5	3	3	12	ENST00000370321.8;ENST00000645119.1;ENST00000880514.1;ENST00000880515.1;ENST00000880516.1;ENST00000880518.1;ENST00000880519.1;ENST00000933849.1;ENST00000933851.1;ENST00000933852.1;ENST00000933853.1;ENST00000933854.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000137818.13	RPLP1	3	3	15	ENST00000260379.11;ENST00000357790.5;ENST00000560274.1;ENST00000859700.1;ENST00000859701.1;ENST00000911445.1;ENST00000911446.1;ENST00000911447.1;ENST00000911448.1;ENST00000911449.1;ENST00000911451.1;ENST00000911452.1;ENST00000911453.1;ENST00000911454.1;ENST00000911455.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000101413.13	RPRD1B	3	3	6	ENST00000373433.9;ENST00000881433.1;ENST00000881434.1;ENST00000881435.1;ENST00000881436.1;ENST00000881437.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000163125.17	RPRD2	3	3	5	ENST00000369068.5;ENST00000401000.8;ENST00000879564.1;ENST00000879565.1;ENST00000912741.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000112306.9	RPS12	3	3	18	ENST00000230050.4;ENST00000877750.1;ENST00000877751.1;ENST00000877752.1;ENST00000914101.1;ENST00000914102.1;ENST00000914103.1;ENST00000914104.1;ENST00000914105.1;ENST00000914106.1;ENST00000914107.1;ENST00000914108.1;ENST00000914109.1;ENST00000914110.1;ENST00000914111.1;ENST00000914112.1;ENST00000914113.1;ENST00000914114.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000110700.8	RPS13	3	3	11	ENST00000228140.6;ENST00000525634.6;ENST00000864174.1;ENST00000924886.1;ENST00000924887.1;ENST00000924888.1;ENST00000924889.1;ENST00000924890.1;ENST00000924891.1;ENST00000924892.1;ENST00000924893.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000164587.14	RPS14	3	3	24	ENST00000312037.6;ENST00000401695.8;ENST00000407193.7;ENST00000521466.5;ENST00000866543.1;ENST00000866544.1;ENST00000866545.1;ENST00000922452.1;ENST00000922453.1;ENST00000922454.1;ENST00000922455.1;ENST00000922456.1;ENST00000922457.1;ENST00000922458.1;ENST00000922459.1;ENST00000922460.1;ENST00000922461.1;ENST00000922462.1;ENST00000922463.1;ENST00000922464.1;ENST00000922465.1;ENST00000922466.1;ENST00000922467.1;ENST00000964173.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000140988.17	RPS2	3	3	19	ENST00000343262.9;ENST00000526522.5;ENST00000529806.5;ENST00000530225.5;ENST00000872227.1;ENST00000872228.1;ENST00000872229.1;ENST00000872230.1;ENST00000872231.1;ENST00000872232.1;ENST00000872233.1;ENST00000872234.1;ENST00000929923.1;ENST00000929924.1;ENST00000929925.1;ENST00000929926.1;ENST00000968780.1;ENST00000968781.1;ENST00000968782.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000138326.22	RPS24	3	3	15	ENST00000360830.9;ENST00000372360.9;ENST00000435275.5;ENST00000440692.6;ENST00000464716.6;ENST00000613865.5;ENST00000645440.1;ENST00000913448.1;ENST00000913449.1;ENST00000913450.1;ENST00000913451.1;ENST00000913452.1;ENST00000913453.1;ENST00000913454.1;ENST00000961344.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000233927.6	RPS28	3	3	6	ENST00000600659.3;ENST00000930315.1;ENST00000930316.1;ENST00000930317.1;ENST00000948366.1;ENST00000948367.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	CDS	ENSG00000083845.10	RPS5	3	3	26	ENST00000196551.8;ENST00000596046.1;ENST00000598098.5;ENST00000598495.5;ENST00000601521.5;ENST00000851167.1;ENST00000851168.1;ENST00000851169.1;ENST00000851170.1;ENST00000851171.1;ENST00000851172.1;ENST00000851173.1;ENST00000851174.1;ENST00000912985.1;ENST00000912986.1;ENST00000912987.1;ENST00000912988.1;ENST00000912989.1;ENST00000912990.1;ENST00000912991.1;ENST00000912992.1;ENST00000912993.1;ENST00000912994.1;ENST00000912995.1;ENST00000951621.1;ENST00000951622.1
