comparison_id	set_name	region_class	peak_id	chrom	start	end	primary_region_class	gene_id	gene_name	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102035	chr12	68722123	68722148	CDS	ENSG00000111581.11	NUP107	ENST00000229179.9;ENST00000378905.6;ENST00000539906.5;ENST00000908483.1;ENST00000908484.1;ENST00000908485.1;ENST00000908486.1;ENST00000908487.1;ENST00000908488.1;ENST00000908489.1;ENST00000920335.1;ENST00000920336.1;ENST00000920337.1;ENST00000920338.1;ENST00000920339.1;ENST00000920340.1;ENST00000966547.1;ENST00000966548.1;ENST00000966549.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102044	chr12	68764839	68764865	CDS	ENSG00000175782.12	SLC35E3	ENST00000398004.4;ENST00000864466.1;ENST00000864467.1;ENST00000940884.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102073	chr12	68836671	68836684	CDS	ENSG00000135679.28	MDM2	ENST00000258148.11;ENST00000258149.11;ENST00000299252.8;ENST00000350057.9;ENST00000360430.6;ENST00000393416.7;ENST00000539479.6;ENST00000544561.6;ENST00000890006.1;ENST00000951805.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102097	chr12	69258910	69258947	CDS	ENSG00000111605.19	CPSF6	ENST00000266679.8;ENST00000435070.7;ENST00000456847.7;ENST00000886656.1;ENST00000886657.1;ENST00000886658.1;ENST00000886659.1;ENST00000886660.1;ENST00000886661.1;ENST00000886662.1;ENST00000886663.1;ENST00000886664.1;ENST00000886665.1;ENST00000886666.1;ENST00000886667.1;ENST00000927154.1;ENST00000927155.1;ENST00000927156.1;ENST00000927157.1;ENST00000927158.1;ENST00000927159.1;ENST00000927160.1;ENST00000927161.1;ENST00000927162.1;ENST00000927163.1;ENST00000927164.1;ENST00000927165.1;ENST00000927166.1;ENST00000927167.1;ENST00000927168.1;ENST00000927169.1;ENST00000941456.1;ENST00000941457.1;ENST00000941458.1;ENST00000941459.1;ENST00000941460.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102206	chr12	70329415	70329467	CDS	ENSG00000111596.15	CNOT2	ENST00000229195.8;ENST00000418359.7;ENST00000868453.1;ENST00000868454.1;ENST00000868455.1;ENST00000932301.1;ENST00000932303.1;ENST00000953274.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102219	chr12	71440126	71440149	CDS	ENSG00000139292.14	LGR5	ENST00000266674.10;ENST00000536515.5;ENST00000540815.2;ENST00000856956.1;ENST00000856957.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102246	chr12	71580308	71580335	CDS	ENSG00000139292.14	LGR5	ENST00000266674.10;ENST00000536515.5;ENST00000540815.2;ENST00000856956.1;ENST00000856957.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102248	chr12	71584067	71584088	CDS	ENSG00000139292.14	LGR5	ENST00000266674.10;ENST00000536515.5;ENST00000540815.2;ENST00000856956.1;ENST00000856957.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102257	chr12	71634702	71634715	CDS	ENSG00000133858.17	ZFC3H1	ENST00000378743.9
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102263	chr12	71657133	71657169	CDS	ENSG00000133858.17	ZFC3H1	ENST00000378743.9;ENST00000548100.1;ENST00000552037.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102276	chr12	71872972	71872990	CDS	ENSG00000121749.17	TBC1D15	ENST00000319106.12;ENST00000485960.7;ENST00000550746.5;ENST00000867020.1;ENST00000867021.1;ENST00000867023.1;ENST00000867025.1;ENST00000867028.1;ENST00000867029.1;ENST00000921410.1;ENST00000921411.1;ENST00000921412.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102388	chr12	79621162	79621199	CDS	ENSG00000177425.12	PAWR	ENST00000328827.9;ENST00000903360.1;ENST00000903363.1;ENST00000912080.1;ENST00000912081.1;ENST00000970643.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102433	chr12	79690117	79690148	CDS	ENSG00000177425.12	PAWR	ENST00000328827.9;ENST00000903360.1;ENST00000903361.1;ENST00000903362.1;ENST00000903363.1;ENST00000912080.1;ENST00000912081.1;ENST00000970643.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102434	chr12	79690224	79690237	CDS	ENSG00000177425.12	PAWR	ENST00000328827.9;ENST00000903360.1;ENST00000903361.1;ENST00000903362.1;ENST00000903363.1;ENST00000912080.1;ENST00000912081.1;ENST00000970643.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102443	chr12	79788706	79788750	CDS	ENSG00000058272.20	PPP1R12A	ENST00000261207.9;ENST00000437004.6;ENST00000450142.7;ENST00000546369.5;ENST00000550107.5;ENST00000924854.1;ENST00000962776.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102492	chr12	81139147	81139213	CDS	ENSG00000111058.9	ACSS3	ENST00000261206.7;ENST00000548058.6;ENST00000903502.1;ENST00000965760.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102510	chr12	81216962	81216995	CDS	ENSG00000111058.9	ACSS3	ENST00000261206.7;ENST00000548058.6;ENST00000903501.1;ENST00000903502.1;ENST00000903503.1;ENST00000965759.1;ENST00000965760.1;ENST00000965761.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102512	chr12	81220012	81220046	CDS	ENSG00000111058.9	ACSS3	ENST00000261206.7;ENST00000548058.6;ENST00000903501.1;ENST00000903502.1;ENST00000903503.1;ENST00000965759.1;ENST00000965760.1;ENST00000965761.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102526	chr12	81253537	81253593	CDS	ENSG00000111058.9	ACSS3	ENST00000261206.7;ENST00000548058.6;ENST00000903501.1;ENST00000903502.1;ENST00000903503.1;ENST00000965759.1;ENST00000965760.1;ENST00000965761.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102586	chr12	89598696	89598739	CDS	ENSG00000070961.18	ATP2B1	ENST00000359142.8;ENST00000551310.2;ENST00000705822.1;ENST00000960959.1;ENST00000960960.1;ENST00000960961.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102731	chr12	95062508	95062548	CDS	ENSG00000120798.18	NR2C1	ENST00000330677.7;ENST00000333003.10;ENST00000393101.7;ENST00000622476.4;ENST00000877188.1;ENST00000877189.1;ENST00000877190.1;ENST00000877191.1;ENST00000877192.1;ENST00000877193.1;ENST00000877194.1;ENST00000877195.1;ENST00000877196.1;ENST00000877197.1;ENST00000922902.1;ENST00000922903.1;ENST00000922904.1;ENST00000942590.1;ENST00000942591.1;ENST00000942592.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102754	chr12	95965644	95965698	CDS	ENSG00000139344.9	AMDHD1	ENST00000266736.7;ENST00000869918.1;ENST00000869919.1;ENST00000869920.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102760	chr12	95987169	95987203	CDS	ENSG00000084110.12	HAL	ENST00000261208.8;ENST00000538703.5;ENST00000541929.5;ENST00000865986.1;ENST00000865988.1;ENST00000865989.1;ENST00000865992.1;ENST00000865993.1;ENST00000865994.1;ENST00000947597.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102765	chr12	95992685	95992720	CDS	ENSG00000084110.12	HAL	ENST00000261208.8;ENST00000538703.5;ENST00000541929.5;ENST00000865986.1;ENST00000865987.1;ENST00000865988.1;ENST00000865989.1;ENST00000865991.1;ENST00000865992.1;ENST00000865993.1;ENST00000865994.1;ENST00000865995.1;ENST00000865996.1;ENST00000947597.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102770	chr12	96035371	96035393	CDS	ENSG00000111144.11	LTA4H	ENST00000228740.7;ENST00000852104.1;ENST00000852106.1;ENST00000852107.1;ENST00000852108.1;ENST00000920967.1;ENST00000920968.1;ENST00000920969.1;ENST00000961644.1;ENST00000961645.1;ENST00000961646.1;ENST00000961647.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102897	chr12	101371094	101371160	CDS	ENSG00000120800.6	UTP20	ENST00000261637.5;ENST00000923496.1;ENST00000923497.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102901	chr12	101714506	101714536	CDS	ENSG00000111666.12	CHPT1	ENST00000229266.8;ENST00000549872.5;ENST00000868503.1;ENST00000868506.1;ENST00000868507.1;ENST00000868508.1;ENST00000868509.1;ENST00000931424.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102902	chr12	101714613	101714640	CDS	ENSG00000111666.12	CHPT1	ENST00000229266.8;ENST00000549872.5;ENST00000868503.1;ENST00000868506.1;ENST00000868507.1;ENST00000868508.1;ENST00000868509.1;ENST00000931424.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102908	chr12	101723284	101723318	CDS	ENSG00000111666.12	CHPT1	ENST00000229266.8;ENST00000549872.5;ENST00000868502.1;ENST00000868503.1;ENST00000868504.1;ENST00000868505.1;ENST00000868506.1;ENST00000868507.1;ENST00000868508.1;ENST00000868510.1;ENST00000931424.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102909	chr12	101723768	101723819	CDS	ENSG00000111666.12	CHPT1	ENST00000229266.8;ENST00000549872.5;ENST00000868502.1;ENST00000868503.1;ENST00000868504.1;ENST00000868505.1;ENST00000868506.1;ENST00000868507.1;ENST00000868508.1;ENST00000868510.1;ENST00000931424.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102910	chr12	101726284	101726298	CDS	ENSG00000111666.12	CHPT1	ENST00000229266.8;ENST00000549872.5;ENST00000868502.1;ENST00000868503.1;ENST00000868504.1;ENST00000868505.1;ENST00000868507.1;ENST00000868508.1;ENST00000868509.1;ENST00000868510.1;ENST00000931424.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102926	chr12	101920196	101920219	CDS	ENSG00000136048.15	DRAM1	ENST00000258534.13;ENST00000858773.1;ENST00000858775.1;ENST00000963725.1;ENST00000963726.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102977	chr12	103930523	103930565	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863863.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1;ENST00000949724.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102981	chr12	103932837	103932876	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102982	chr12	103932937	103932943	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102984	chr12	103934134	103934166	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102985	chr12	103934240	103934288	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102986	chr12	103937694	103937768	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102987	chr12	103937783	103937806	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102988	chr12	103938339	103938342	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102993	chr12	103941653	103941698	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102994	chr12	103941847	103941898	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102996	chr12	103942628	103942681	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0102997	chr12	103942681	103942779	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103001	chr12	103943846	103943872	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103002	chr12	103946620	103946635	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103004	chr12	103946785	103946794	CDS	ENSG00000166598.17	HSP90B1	ENST00000299767.10;ENST00000550595.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103082	chr12	106239643	106239687	CDS	ENSG00000136026.15	CKAP4	ENST00000378026.5;ENST00000880615.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103191	chr12	108560830	108560858	CDS	ENSG00000075856.13	SART3	ENST00000228284.8;ENST00000431469.6;ENST00000546611.1;ENST00000546815.6;ENST00000901888.1;ENST00000901889.1;ENST00000901890.1;ENST00000901891.1;ENST00000901892.1;ENST00000901893.1;ENST00000929722.1;ENST00000929723.1;ENST00000929724.1;ENST00000929725.1;ENST00000929726.1;ENST00000963654.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103285	chr12	109768424	109768477	CDS	ENSG00000139438.7	FAM222A	ENST00000358906.3;ENST00000538780.2;ENST00000898959.1;ENST00000948520.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103307	chr12	109967490	109967503	CDS	ENSG00000139436.23	GIT2	ENST00000320063.10;ENST00000355312.8;ENST00000361006.9;ENST00000457474.6;ENST00000547815.5;ENST00000551209.5;ENST00000553118.5;ENST00000876494.1;ENST00000876495.1;ENST00000876496.1;ENST00000876497.1;ENST00000876498.1;ENST00000876499.1;ENST00000876500.1;ENST00000876501.1;ENST00000876502.1;ENST00000876503.1;ENST00000876504.1;ENST00000876505.1;ENST00000876506.1;ENST00000876507.1;ENST00000876508.1;ENST00000876509.1;ENST00000876510.1;ENST00000935696.1;ENST00000935697.1;ENST00000956023.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0103309	chr12	109980951	109980955	CDS	ENSG00000139436.23	GIT2	ENST00000320063.10;ENST00000355312.8;ENST00000361006.9;ENST00000457474.6;ENST00000547815.5;ENST00000551209.5;ENST00000553118.5;ENST00000876494.1;ENST00000876495.1;ENST00000876496.1;ENST00000876497.1;ENST00000876498.1;ENST00000876499.1;ENST00000876500.1;ENST00000876501.1;ENST00000876502.1;ENST00000876503.1;ENST00000876504.1;ENST00000876505.1;ENST00000876506.1;ENST00000876507.1;ENST00000876508.1;ENST00000876509.1;ENST00000876510.1;ENST00000935696.1;ENST00000935697.1;ENST00000956023.1
